id;data;cidade_origem;uf_origem;base_origem;nf;valor_da_nota;volumes;peso_real;peso_cubado;cidade_destino;uf_destino;base;setor;frete_peso;seguro;total_frete
20236;2024-12-01;"SAO PAULO";SP;SAO;1020;2946,08;32;117,45;117,45;ITU;SP;SPO;DOC;176,98;8,84;185,82
20237;2024-12-01;"SAO PAULO";SP;SAO;1020;3227,4;41;177,67;177,67;JACAREI;SP;SPO;DOC;237,2;9,68;246,88
20238;2024-12-01;"SAO PAULO";SP;SAO;1020;1790,22;25;119,84;119,84;SANTIAGO;RS;RGS;RIA;282,78;5,37;288,15
20239;2024-12-01;"SAO PAULO";SP;SAO;1020;6793,18;146;480,9;480,9;CURITIBA;PR;CWB;URB;463,59;20,38;483,97
20240;2024-12-01;"SAO PAULO";SP;SAO;1020;2086,48;31;105,79;105,79;"SAO VICENTE";SP;SPO;TLG;165,32;6,26;171,58
20241;2024-12-01;"SAO PAULO";SP;SAO;1020;6240,58;132;453,11;453,11;CURITIBA;PR;CWB;URB;438,3;18,72;457,02
20242;2024-12-01;"SAO PAULO";SP;SAO;1020;4209,62;59;203,7;203,7;"SAO VICENTE";SP;SPO;TLG;263,23;12,63;275,86
20243;2024-12-01;"SAO PAULO";SP;SAO;1020;2352,88;31;110,88;110,88;LIMEIRA;SP;SPO;DOC;170,41;7,06;177,47
20244;2024-12-01;"SAO PAULO";SP;SAO;1020;2923,47;53;186,65;186,65;MARINGA;PR;MGF;URB;242,42;8,77;251,19
20245;2024-12-01;"SAO PAULO";SP;SAO;1020;3214,07;43;149,75;149,75;URUGUAIANA;RS;RGS;ALQ;342.0;9,64;351,65
20246;2024-12-01;"SAO PAULO";SP;SAO;1020;3182,64;44;224,54;224,54;"SAO JOSE DO RIO PRETO";SP;SPO;DVT;284,07;9,55;293,61
20247;2024-12-01;"SAO PAULO";SP;SAO;1020;1898,78;26;103,22;103,22;JAGUARAO;RS;RGS;PET;249,87;5,7;255,57
20248;2024-12-01;"SAO PAULO";SP;SAO;1020;2438,56;32;114,4;114,4;"PRAIA GRANDE";SP;SPO;TLG;173,93;7,32;181,25
20249;2024-12-01;"SAO PAULO";SP;SAO;1020;4360,4;62;206,37;206,37;TREMEMBE;SP;SPO;DOC;265,9;13,08;278,98
20250;2024-12-01;"SAO PAULO";SP;SAO;1020;2701.0;32;116,33;116,33;MARILIA;SP;SPO;DVT;175,86;8,1;183,97
20251;2024-12-01;"SAO PAULO";SP;SAO;1020;5455,98;72;412,96;412,96;"PORTO ALEGRE";RS;POA;URB;732,35;16,37;748,72
20252;2024-12-01;"SAO PAULO";SP;SAO;1020;1632,24;28;117,96;117,96;"SANTA ROSA";RS;RGS;GEL;279,05;4,9;283,95
20253;2024-12-01;"SAO PAULO";SP;SAO;1020;4784,44;57;216,37;216,37;TAUBATE;SP;SPO;DOC;275,9;14,35;290,25
20254;2024-12-01;"SAO PAULO";SP;SAO;1020;2075,24;38;124,23;124,23;PIRACICABA;SP;SPO;DOC;183,76;6,23;189,99
20255;2024-12-01;"SAO PAULO";SP;SAO;1020;4007,48;59;226,77;226,77;GUARATINGUETA;SP;SPO;DVT;286,3;12,02;298,32
20256;2024-12-01;"SAO PAULO";SP;SAO;1020;2694,32;62;208,99;208,99;TURVO;SC;CCM;ARA;324,03;8,08;332,11
20257;2024-12-01;"SAO PAULO";SP;SAO;1020;2508,32;36;126,02;126,02;ASSIS;SP;SPO;DVT;185,55;7,52;193,07
20258;2024-12-01;"SAO PAULO";SP;SAO;1020;3010,48;48;124,32;124,32;BARIRI;SP;SPO;DVT;183,85;9,03;192,88
20259;2024-12-01;"SAO PAULO";SP;SAO;1020;3267,92;30;128,84;128,84;"RIBEIRAO PRETO";SP;SPO;DVT;188,37;9,8;198,17
20260;2024-12-01;"SAO PAULO";SP;SAO;1020;2060,73;27;142,95;142,95;SOLEDADE;RS;RGS;SLD;328,53;6,18;334,72
20261;2024-12-01;"SAO PAULO";SP;SAO;1020;3131,28;36;134,38;134,38;PIRACAIA;SP;SPO;DOC;193,91;9,39;203,3
20262;2024-12-01;"SAO PAULO";SP;SAO;1020;2241,84;41;139,21;139,21;"MONTE MOR";SP;SPO;DOC;198,74;6,73;205,47
20263;2024-12-01;"SAO PAULO";SP;SAO;1020;9286,44;184;565,79;565,79;CURITIBA;PR;CWB;URB;540,84;27,86;568,7
20264;2024-12-01;"SAO PAULO";SP;SAO;1020;2886,55;59;190,99;190,99;UBIRATA;PR;CAC;UBI;247,32;8,66;255,98
20265;2024-12-01;"SAO PAULO";SP;SAO;1020;3317,08;42;146,04;146,04;"PORTO FELIZ";SP;SPO;DVT;205,57;9,95;215,52
20266;2024-12-01;"SAO PAULO";SP;SAO;1020;3362,55;51;154,86;154,86;"RIO CLARO";SP;SPO;DOC;214,39;10,09;224,48
20267;2024-12-01;"SAO PAULO";SP;SAO;1020;4816,4;47;176,35;176,35;"MOGI MIRIM";SP;SPO;DOC;235,88;14,45;250,33
20268;2024-12-01;"SAO PAULO";SP;SAO;1020;2933,92;42;136,35;136,35;CAMPINAS;SP;SPO;DOC;195,88;8,8;204,68
20269;2024-12-01;"SAO PAULO";SP;SAO;1020;4368,76;43;148,06;148,06;"RIBEIRAO PRETO";SP;SPO;DVT;207,59;13,11;220,7
20270;2024-12-01;"SAO PAULO";SP;SAO;1020;3950,28;46;194,48;194,48;CUBATAO;SP;SPO;TLG;254,01;11,85;265,86
20271;2024-12-01;"SAO PAULO";SP;SAO;1020;2821,31;33;163,15;163,15;IJUI;RS;RGS;GEL;368,52;8,46;376,98
20272;2024-12-01;"SAO PAULO";SP;SAO;1020;2204,32;35;197,23;197,23;"NOVO HAMBURGO";RS;POA;QHV;436,01;6,61;442,62
20273;2024-12-01;"SAO PAULO";SP;SAO;1020;3232,56;49;175,47;175,47;"RIO CLARO";SP;SPO;DOC;235.0;9,7;244,69
20274;2024-12-01;"SAO PAULO";SP;SAO;1020;3828,08;54;177,46;177,46;LIMEIRA;SP;SPO;DOC;236,99;11,48;248,47
20275;2024-12-01;"SAO PAULO";SP;SAO;1020;1340,16;21;95,4;95,4;"PRESIDENTE PRUDENTE";SP;SPO;DVT;154,93;4,02;158,95
20276;2024-12-01;"SAO PAULO";SP;SAO;1020;3778,12;65;185,86;185,86;"SANTA BARBARA D'OESTE";SP;SPO;DOC;245,39;11,33;256,73
20277;2024-12-01;"SAO PAULO";SP;SAO;1020;3674,04;46;190,08;190,08;FRANCA;SP;SPO;DVT;249,61;11,02;260,63
20278;2024-12-01;"SAO PAULO";SP;SAO;1020;7407,57;128;592,7;592,7;"GUARANI DAS MISSOES";RS;RGS;GEL;1219,04;22,22;1241,26
20279;2024-12-01;"SAO PAULO";SP;SAO;1020;3045,43;59;200,68;200,68;"SANTA ROSA";RS;RGS;GEL;442,83;9,14;451,97
20280;2024-12-01;"SAO PAULO";SP;SAO;1020;3923,32;69;267,04;267,04;ALVORADA;RS;POA;GRV;574,23;11,77;586.0
20281;2024-12-01;"SAO PAULO";SP;SAO;1020;3885,12;49;211,49;211,49;JAU;SP;SPO;DVT;271,02;11,66;282,67
20282;2024-12-01;"SAO PAULO";SP;SAO;1020;4944,35;66;238,55;238,55;"RIBEIRAO PRETO";SP;SPO;DVT;298,08;14,83;312,91
20283;2024-12-01;"SAO PAULO";SP;SAO;1020;4163,72;59;213,6;213,6;"MONTE ALTO";SP;SPO;DVT;273,13;12,49;285,62
20284;2024-12-01;"SAO PAULO";SP;SAO;1020;3155,85;49;218,03;218,03;BAGE;RS;RGS;PET;477,19;9,47;486,66
20285;2024-12-01;"SAO PAULO";SP;SAO;1020;4343,64;60;221,1;221,1;BOTUCATU;SP;SPO;DVT;280,63;13,03;293,66
20286;2024-12-01;"SAO PAULO";SP;SAO;1020;4760,76;62;221,49;221,49;"BRAGANCA PAULISTA";SP;SPO;DOC;281,02;14,28;295,3
20287;2024-12-01;"SAO PAULO";SP;SAO;1020;4797,08;69;222,28;222,28;ARACATUBA;SP;SPO;DVT;281,81;14,39;296,2
20288;2024-12-01;"SAO PAULO";SP;SAO;1020;3416,37;57;219,2;219,2;"SANTA CRUZ DO SUL";RS;RGS;LJD;479,5;10,25;489,75
20289;2024-12-01;"SAO PAULO";SP;SAO;1020;4775,76;73;242,3;242,3;LINS;SP;SPO;DVT;301,83;14,33;316,16
20290;2024-12-01;"SAO PAULO";SP;SAO;1020;5802,48;83;429,64;429,64;VOTUPORANGA;SP;SPO;DVT;489,17;17,41;506,58
20291;2024-12-01;"SAO PAULO";SP;SAO;1020;5097,28;72;239,25;239,25;"RIBEIRAO PRETO";SP;SPO;DVT;298,78;15,29;314,08
20292;2024-12-01;"SAO PAULO";SP;SAO;1020;4099,32;80;245,02;245,02;"CRISTAIS PAULISTA";SP;SPO;DVT;304,55;12,3;316,85
20293;2024-12-01;"SAO PAULO";SP;SAO;1020;5323,16;73;245,94;245,94;JABOTICABAL;SP;SPO;DVT;305,47;15,97;321,44
20294;2024-12-01;"SAO PAULO";SP;SAO;1020;11459,6;159;501,74;501,74;"SAO JOSE DOS CAMPOS";SP;SPO;DOC;561,27;34,38;595,65
20295;2024-12-01;"SAO PAULO";SP;SAO;1020;10540,48;148;520,98;520,98;TAUBATE;SP;SPO;DOC;580,51;31,62;612,13
20296;2024-12-01;"SAO PAULO";SP;SAO;1020;6322,24;85;256,48;256,48;CAMPINAS;SP;SPO;DOC;316,01;18,97;334,98
20297;2024-12-01;"SAO PAULO";SP;SAO;1020;5686,44;71;276,88;276,88;ARARAQUARA;SP;SPO;DVT;336,41;17,06;353,47
20298;2024-12-01;"SAO PAULO";SP;SAO;1020;6005,36;83;275,76;275,76;"SANTA BARBARA D'OESTE";SP;SPO;DOC;335,29;18,02;353,31
20299;2024-12-01;"SAO PAULO";SP;SAO;1020;6146,24;79;261,71;261,71;CAMPINAS;SP;SPO;DOC;321,24;18,44;339,68
20300;2024-12-01;"SAO PAULO";SP;SAO;1020;6905,8;99;285,97;285,97;HORTOLANDIA;SP;SPO;DOC;345,5;20,72;366,22
20301;2024-12-01;"SAO PAULO";SP;SAO;1020;6337,16;83;304,63;304,63;LINS;SP;SPO;DVT;364,16;19,01;383,17
20302;2024-12-01;"SAO PAULO";SP;SAO;1020;5453,88;78;313,04;313,04;"RIBEIRAO PRETO";SP;SPO;DVT;372,57;16,36;388,93
20303;2024-12-01;"SAO PAULO";SP;SAO;1020;2650,88;48;248,09;248,09;"PRESIDENTE PRUDENTE";SP;SPO;DVT;307,62;7,95;315,58
20304;2024-12-01;"SAO PAULO";SP;SAO;1020;4031,53;81;289,72;289,72;"JANDAIA DO SUL";PR;MGF;JDS;358,9;12,09;370,99
20305;2024-12-01;"SAO PAULO";SP;SAO;1020;6520,76;65;335,06;335,06;BAGE;RS;RGS;PET;708,92;19,56;728,48
20306;2024-12-01;"SAO PAULO";SP;SAO;1020;6295,08;91;360,4;360,4;IBITINGA;SP;SPO;DVT;419,93;18,89;438,82
20307;2024-12-01;"SAO PAULO";SP;SAO;1020;7288,2;109;365,29;365,29;SOROCABA;SP;SPO;DOC;424,82;21,86;446,69
20308;2024-12-01;"SAO PAULO";SP;SAO;1020;5505,61;94;349,42;349,42;"BENTO GONCALVES";RS;POA;CXJ;737,34;16,52;753,86
20309;2024-12-01;"SAO PAULO";SP;SAO;1020;4693,12;99;350,31;350,31;"JANDAIA DO SUL";PR;MGF;JDS;427,37;14,08;441,44
20310;2024-12-01;"SAO PAULO";SP;SAO;1020;8628,12;133;760,2;760,2;VOTUPORANGA;SP;SPO;DVT;819,73;25,88;845,62
20311;2024-12-01;"SAO PAULO";SP;SAO;1020;5893,88;72;389,82;389,82;"PRESIDENTE PRUDENTE";SP;SPO;DVT;449,35;17,68;467,03
20312;2024-12-01;"SAO PAULO";SP;SAO;1020;12272,28;139;488,82;488,82;"PRAIA GRANDE";SP;SPO;TLG;548,35;36,82;585,16
20313;2024-12-01;"SAO PAULO";SP;SAO;1020;9105,67;176;535,26;535,26;"PARAGUACU PAULISTA";SP;SPO;DVT;594,79;27,32;622,11
20314;2024-12-01;"SAO PAULO";SP;SAO;1020;26231,28;403;1915,86;1915,86;URUGUAIANA;RS;RGS;ALQ;3838,9;78,69;3917,59
20315;2024-12-01;"SAO PAULO";SP;SAO;1020;552,52;10;100,04;100,04;"SAO PAULO";SP;SAO;CEN;121,68;1,66;123,34
20316;2024-12-01;"SAO PAULO";SP;SAO;1020;63,54;1;3.0;3.0;"SANTO ANDRE";SP;SPO;TLG;69,53;0,19;69,72
20317;2024-12-01;"SAO PAULO";SP;SAO;1020;32,48;1;2,07;2,07;CAJAMAR;SP;SPO;TLG;69,53;0,1;69,63
20318;2024-12-01;"SAO PAULO";SP;SAO;1020;50,25;1;2,07;2,07;"SAO PAULO";SP;SAO;CEN;50,55;0,15;50,7
20319;2024-12-01;"SAO PAULO";SP;SAO;1020;147,36;2;7,44;7,44;DIADEMA;SP;SPO;TLG;69,53;0,44;69,97
20320;2024-12-01;"SAO PAULO";SP;SAO;1020;198,4;1;2.0;2.0;TAUBATE;SP;SPO;DOC;69,53;0,6;70,13
20321;2024-12-01;"SAO PAULO";SP;SAO;1020;225,13;1;5,36;5,36;JABOTICABAL;SP;SPO;DVT;69,53;0,68;70,21
20322;2024-12-01;"SAO PAULO";SP;SAO;1020;29,55;1;1,38;1,38;"MONTE ALTO";SP;SPO;DVT;69,53;0,09;69,62
20323;2024-12-01;"SAO PAULO";SP;SAO;1020;27,35;1;1,38;1,38;"BRAGANCA PAULISTA";SP;SPO;DOC;69,53;0,08;69,61
20324;2024-12-01;"SAO PAULO";SP;SAO;1020;144,55;1;1,38;1,38;"BRAGANCA PAULISTA";SP;SPO;DOC;69,53;0,43;69,96
20325;2024-12-01;"SAO PAULO";SP;SAO;1020;154,9;3;5,73;5,73;"SAO VICENTE";SP;SPO;TLG;69,53;0,46;69,99
20326;2024-12-01;"SAO PAULO";SP;SAO;1020;187,96;2;7,36;7,36;"RIBEIRAO PRETO";SP;SPO;DVT;69,53;0,56;70,09
20327;2024-12-01;"SAO PAULO";SP;SAO;1020;57,65;1;3,81;3,81;"RIBEIRAO PRETO";SP;SPO;DVT;69,53;0,17;69,7
20328;2024-12-01;"SAO PAULO";SP;SAO;1020;434,67;2;9,16;9,16;"PRAIA GRANDE";SP;SPO;TLG;69,53;1,3;70,83
20329;2024-12-01;"SAO PAULO";SP;SAO;1020;514,07;9;43,61;43,61;"PORTO ALEGRE";RS;POA;URB;104,45;1,54;106.0
20330;2024-12-01;"SAO PAULO";SP;SAO;1020;844,72;15;71,66;71,66;"PORTO ALEGRE";RS;POA;URB;152,15;2,53;154,68
20331;2024-12-01;"SAO PAULO";SP;SAO;1020;848,83;10;45,55;45,55;"BALNEARIO CAMBORIU";SC;BNU;LZA;95,21;2,55;97,76
20332;2024-12-01;"SAO PAULO";SP;SAO;1020;618,08;11;40,8;40,8;"RIBEIRAO PRETO";SP;SPO;DVT;100,33;1,85;102,18
20333;2024-12-01;"SAO PAULO";SP;SAO;1020;1781,76;10;65,87;65,87;"SAO VICENTE";SP;SPO;TLG;125,4;5,35;130,74
20334;2024-12-01;"SAO PAULO";SP;SAO;1020;306,06;8;18,12;18,12;"RIO DO SUL";SC;BNU;PGR;56,81;0,92;57,73
20335;2024-12-01;"SAO PAULO";SP;SAO;1020;983,42;12;63,69;63,69;"SAO BERNARDO DO CAMPO";SP;SPO;TLG;123,22;2,95;126,17
20336;2024-12-01;"SAO PAULO";SP;SAO;1020;876,61;11;33,92;33,92;JANDIRA;SP;SPO;TLG;93,45;2,63;96,08
20337;2024-12-01;"SAO PAULO";SP;SAO;1020;1661,77;27;113,3;113,3;"SAO PAULO";SP;SAO;CEN;132,15;4,99;137,14
20338;2024-12-01;"SAO PAULO";SP;SAO;1020;429,52;5;29,23;29,23;"SAO PAULO";SP;SAO;CEN;65,74;1,29;67,03
20339;2024-12-01;"SAO PAULO";SP;SAO;1020;726,7;8;52,23;52,23;"SAO PAULO";SP;SAO;CEN;83,91;2,18;86,09
20340;2024-12-01;"SAO PAULO";SP;SAO;1020;1717,73;24;135,35;135,35;"SAO PAULO";SP;SAO;CEN;149,57;5,15;154,73
20341;2024-12-01;"SAO PAULO";SP;SAO;1020;987,48;20;77,76;77,76;MAUA;SP;SPO;TLG;137,29;2,96;140,25
20342;2024-12-01;"SAO PAULO";SP;SAO;1020;511,08;6;14,3;14,3;DIADEMA;SP;SPO;TLG;73,83;1,53;75,36
20343;2024-12-01;"SAO PAULO";SP;SAO;1020;1252,07;17;101,92;101,92;CARAPICUIBA;SP;SPO;TLG;161,45;3,76;165,21
20344;2024-12-01;"SAO PAULO";SP;SAO;1020;1812.0;13;66,78;66,78;"SAO PAULO";SP;SAO;CEN;95,41;5,44;100,84
20345;2024-12-01;"SAO PAULO";SP;SAO;1020;873,11;12;67,4;67,4;ITAQUAQUECETUBA;SP;SPO;TLG;126,93;2,62;129,55
20346;2024-12-01;"SAO PAULO";SP;SAO;1020;1625,23;23;107,29;107,29;"SANTO ANDRE";SP;SPO;TLG;166,82;4,88;171,69
20347;2024-12-01;"SAO PAULO";SP;SAO;1020;1471,15;20;81,87;81,87;"SAO PAULO";SP;SAO;CEN;107,33;4,41;111,74
20348;2024-12-01;"SAO PAULO";SP;SAO;1020;553,84;9;52,7;52,7;"EMBU DAS ARTES";SP;SPO;TLG;112,23;1,66;113,9
20349;2024-12-01;"SAO PAULO";SP;SAO;1020;902,66;20;86,69;86,69;"SAO PAULO";SP;SAO;CEN;111,13;2,71;113,84
20350;2024-12-01;"SAO PAULO";SP;SAO;1020;1428,76;22;124,6;124,6;SUZANO;SP;SPO;TLG;184,13;4,29;188,41
20351;2024-12-01;"SAO PAULO";SP;SAO;1020;798,22;16;80,15;80,15;"SANTO ANDRE";SP;SPO;TLG;139,68;2,39;142,08
20352;2024-12-01;"SAO PAULO";SP;SAO;1020;1155,93;19;77,09;77,09;CONCORDIA;SC;XAP;CCA;139,38;3,47;142,85
20353;2024-12-01;"SAO PAULO";SP;SAO;1020;1308,82;25;89,89;89,89;BIGUACU;SC;FLN;504;157,3;3,93;161,23
20354;2024-12-01;"SAO PAULO";SP;SAO;1020;187,39;5;13,44;13,44;CURITIBA;PR;CWB;URB;38,2;0,56;38,76
20355;2024-12-01;"SAO PAULO";SP;SAO;1020;596,38;12;58,29;58,29;PELOTAS;RS;RGS;PET;160,9;1,79;162,69
20356;2024-12-01;"SAO PAULO";SP;SAO;1020;756,16;1;15,71;15,71;"NOVO HAMBURGO";RS;POA;QHV;76,6;2,27;78,87
20357;2024-12-01;"SAO PAULO";SP;SAO;1020;794,27;15;83,49;83,49;"BENTO GONCALVES";RS;POA;CXJ;210,8;2,38;213,19
20358;2024-12-01;"SAO PAULO";SP;SAO;1020;838,72;10;57,36;57,36;TAQUARA;RS;POA;QHV;159,07;2,52;161,58
20359;2024-12-01;"SAO PAULO";SP;SAO;1020;779,24;16;57,38;57,38;MEDIANEIRA;PR;CSC;CSC;96,35;2,34;98,69
20360;2024-12-01;"SAO PAULO";SP;SAO;1020;800,03;16;44,03;44,03;"TELEMACO BORBA";PR;PGZ;TEC;81,27;2,4;83,67
20361;2024-12-01;"SAO PAULO";SP;SAO;1020;1484,74;25;69,69;69,69;"PARAGUACU PAULISTA";SP;SPO;DVT;129,22;4,45;133,68
20362;2024-12-01;"SAO PAULO";SP;SAO;1020;1070,85;13;38,6;38,6;"FOZ DO IGUACU";PR;CSC;IGU;75,13;3,21;78,34
20363;2024-12-01;"SAO PAULO";SP;SAO;1020;1096,02;22;81,24;81,24;CURITIBA;PR;CWB;URB;99,89;3,29;103,18
20364;2024-12-01;"SAO PAULO";SP;SAO;1020;827,27;18;54,61;54,61;"RIBEIRAO PRETO";SP;SPO;DVT;114,14;2,48;116,62
20365;2024-12-01;"SAO PAULO";SP;SAO;1020;1263,34;27;98,83;98,83;GUAIRA;PR;CSC;CSC;143,18;3,79;146,97
20366;2024-12-01;"SAO PAULO";SP;SAO;1020;1476,41;15;80,42;80,42;"FOZ DO IGUACU";PR;CSC;IGU;122,39;4,43;126,82
20367;2024-12-01;"SAO PAULO";SP;SAO;1020;1689,72;34;95,43;95,43;CIANORTE;PR;MGF;CIA;139,35;5,07;144,42
20368;2024-12-01;"SAO PAULO";SP;SAO;1020;2606,54;35;118,6;118,6;JOINVILLE;SC;JOI;JVE;197,5;7,82;205,32
20369;2024-12-01;"SAO PAULO";SP;SAO;1020;1370,86;28;101,7;101,7;"FRANCISCO BELTRAO";PR;PTO;PBC;146,43;4,11;150,55
20370;2024-12-01;"SAO PAULO";SP;SAO;1020;1576,21;18;90,73;90,73;"SAO PAULO";SP;SAO;CEN;114,33;4,73;119,05
20371;2024-12-01;"SAO PAULO";SP;SAO;1020;1701,11;29;139,54;139,54;"PORTO ALEGRE";RS;POA;URB;267,54;5,1;272,64
20372;2024-12-01;"SAO PAULO";SP;SAO;1020;1191,01;32;106,14;106,14;"FRANCISCO BELTRAO";PR;PTO;PBC;151,45;3,57;155,02
20373;2024-12-01;"SAO PAULO";SP;SAO;1020;576,42;10;30,17;30,17;CASCAVEL;PR;CAC;URB;65,6;1,73;67,33
20374;2024-12-01;"SAO PAULO";SP;SAO;1020;1846,69;35;111,51;111,51;CURITIBA;PR;CWB;URB;127,44;5,54;132,98
20375;2024-12-01;"SAO PAULO";SP;SAO;1020;669,76;8;30,47;30,47;"FOZ DO IGUACU";PR;CSC;IGU;65,95;2,01;67,96
20376;2024-12-01;"SAO PAULO";SP;SAO;1020;1071,76;15;57,76;57,76;JACAREI;SP;SPO;DOC;117,29;3,22;120,51
20377;2024-12-01;"SAO PAULO";SP;SAO;1020;1107,57;21;71,6;71,6;PINHAIS;PR;CWB;215;112,42;3,32;115,74
20378;2024-12-01;"SAO PAULO";SP;SAO;1020;924,26;18;99,64;99,64;"CERRO LARGO";RS;RGS;GEL;242,78;2,77;245,55
20379;2024-12-01;"SAO PAULO";SP;SAO;1020;1159,73;20;92,54;92,54;"LAGOA VERMELHA";RS;RGS;PFB;228,72;3,48;232,2
20380;2024-12-01;"SAO PAULO";SP;SAO;1020;2405,71;42;149,11;149,11;CURITIBA;PR;CWB;URB;161,66;7,22;168,87
20381;2024-12-01;"SAO PAULO";SP;SAO;1020;1534,16;22;69,76;69,76;MARIALVA;PR;MGF;JDS;110,33;4,6;114,94
20382;2024-12-01;"SAO PAULO";SP;SAO;1020;1973,96;29;111,68;111,68;"PATO BRANCO";PR;PTO;PBC;157,7;5,92;163,62
20383;2024-12-01;"SAO PAULO";SP;SAO;1020;3087,65;52;201,06;201,06;BLUMENAU;SC;BNU;BRU;312,94;9,26;322,2
20384;2024-12-01;"SAO PAULO";SP;SAO;1020;3088,42;42;114,18;114,18;"SAO VICENTE";SP;SPO;TLG;173,71;9,27;182,97
20385;2024-12-01;"SAO PAULO";SP;SAO;1020;1643,88;24;83,79;83,79;CARAGUATATUBA;SP;SPO;DVT;143,32;4,93;148,25
20386;2024-12-01;"SAO PAULO";SP;SAO;1020;2320,54;49;186,3;186,3;CASTRO;PR;PGZ;CAS;242,03;6,96;248,99
20387;2024-12-01;"SAO PAULO";SP;SAO;1020;1938,7;17;127,88;127,88;NAO-ME-TOQUE;RS;RGS;SLD;298,7;5,82;304,51
20388;2024-12-01;"SAO PAULO";SP;SAO;1020;1816,13;33;97,49;97,49;BIGUACU;SC;FLN;504;167,94;5,45;173,39
20389;2024-12-01;"SAO PAULO";SP;SAO;1020;2107,64;24;99,3;99,3;PINDAMONHANGABA;SP;SPO;DOC;158,83;6,32;165,15
20390;2024-12-01;"SAO PAULO";SP;SAO;1020;883,62;19;93,19;93,19;"SANTO ANTONIO DA PATRULHA";RS;RGS;POA;230,01;2,65;232,66
20391;2024-12-01;"SAO PAULO";SP;SAO;1020;1134,89;19;84,42;84,42;CANGUCU;RS;RGS;PET;212,64;3,4;216,05
20392;2024-12-01;"SAO PAULO";SP;SAO;1020;2785,16;58;181,69;181,69;MARINGA;PR;MGF;URB;236,82;8,36;245,18
20393;2024-12-01;"SAO PAULO";SP;SAO;1020;5507,63;68;301,96;301,96;TAUBATE;SP;SPO;DOC;361,49;16,52;378,01
20394;2024-12-01;"SAO PAULO";SP;SAO;1020;1857,68;33;186,52;186,52;CANOAS;RS;POA;URB;414,8;5,57;420,37
20395;2024-12-01;"SAO PAULO";SP;SAO;1020;3832,58;59;264,07;264,07;CASCAVEL;PR;CAC;URB;329,91;11,5;341,4
20396;2024-12-01;"SAO PAULO";SP;SAO;1020;4499,09;80;279,86;279,86;ARAPONGAS;PR;LDB;ARA;347,75;13,5;361,25
20397;2024-12-01;"SAO PAULO";SP;SAO;1020;665,22;12;49,56;49,56;HARMONIA;RS;RGS;CXJ;143,63;2.0;145,62
20398;2024-12-01;"SAO PAULO";SP;SAO;1020;2968,54;63;221,19;221,19;TURVO;SC;CCM;ARA;341,11;8,91;350,02
20399;2024-12-01;"SAO PAULO";SP;SAO;1020;5255,8;124;413,97;413,97;CURITIBA;PR;CWB;URB;402,68;15,77;418,45
20400;2024-12-01;"SAO PAULO";SP;SAO;1020;3926,81;57;234,25;234,25;PARANAGUA;PR;CWB;PAR;296,21;11,78;307,99
20401;2024-12-01;"SAO PAULO";SP;SAO;1020;2430,32;33;128,02;128,02;"SAO JOSE DOS CAMPOS";SP;SPO;DOC;187,55;7,29;194,84
20402;2024-12-01;"SAO PAULO";SP;SAO;1020;2572,79;38;167,61;167,61;MEDIANEIRA;PR;CSC;CSC;220,91;7,72;228,63
20403;2024-12-01;"SAO PAULO";SP;SAO;1020;2612,12;57;219,93;219,93;UBIRATA;PR;CAC;UBI;280,03;7,84;287,87
20404;2024-12-01;"SAO PAULO";SP;SAO;1020;2398,32;33;132,28;132,28;CRUZEIRO;SP;SPO;DVT;191,81;7,19;199.0
20405;2024-12-01;"SAO PAULO";SP;SAO;1020;5077,1;98;356,91;356,91;CURITIBA;PR;CWB;URB;350,75;15,23;365,99
20406;2024-12-01;"SAO PAULO";SP;SAO;1020;2413,71;29;144,34;144,34;BAGE;RS;RGS;PET;331,29;7,24;338,53
20407;2024-12-01;"SAO PAULO";SP;SAO;1020;2723,01;39;253,95;253,95;"NOVO HAMBURGO";RS;POA;QHV;548,3;8,17;556,47
20408;2024-12-01;"SAO PAULO";SP;SAO;1020;900,09;16;61,06;61,06;SANTIAGO;RS;RGS;RIA;166,39;2,7;169,09
20409;2024-12-01;"SAO PAULO";SP;SAO;1020;166.0;4;24,8;24,8;LINS;SP;SPO;DVT;84,33;0,5;84,82
20410;2024-12-01;"SAO PAULO";SP;SAO;1020;625,12;10;26,25;26,25;MARILIA;SP;SPO;DVT;85,78;1,88;87,65
20411;2024-12-01;"SAO PAULO";SP;SAO;1020;435,94;7;35,85;35,85;"SAO PAULO";SP;SAO;CEN;70,97;1,31;72,28
20412;2024-12-01;"SAO PAULO";SP;SAO;1020;485,12;8;25,09;25,09;AMERICANA;SP;SPO;DOC;84,62;1,46;86,08
20413;2024-12-01;"SAO PAULO";SP;SAO;1020;1352,5;15;56,07;56,07;"CAXIAS DO SUL";RS;POA;CXJ;156,51;4,06;160,57
20414;2024-12-01;"SAO PAULO";SP;SAO;1020;1939,81;39;124,73;124,73;CACADOR;SC;CTB;CAC;206,08;5,82;211,89
20415;2024-12-01;"SAO PAULO";SP;SAO;1020;906,4;9;55,58;55,58;"SAO JOAO DA BOA VISTA";SP;SPO;DVT;115,11;2,72;117,82
20416;2024-12-01;"SAO PAULO";SP;SAO;1020;926,56;13;36,7;36,7;SOROCABA;SP;SPO;DOC;96,23;2,78;99,01
20417;2024-12-01;"SAO PAULO";SP;SAO;1020;1055,72;17;42,74;42,74;INDAIATUBA;SP;SPO;DOC;102,27;3,17;105,44
