id;data;cidade_origem;uf_origem;base_origem;nf;valor_da_nota;volumes;peso_real;peso_cubado;cidade_destino;uf_destino;base;setor;frete_peso;seguro;total_frete
19521;2024-12-01;"SAO PAULO";SP;SAO;1020;1477,43;32;94,48;94,48;"FRANCISCO BELTRAO";PR;PTO;PBC;138,27;4,43;142,71
19522;2024-12-01;"SAO PAULO";SP;SAO;1020;1616,77;26;73,16;73,16;GUAIRA;PR;CSC;CSC;114,18;4,85;119,03
19523;2024-12-01;"SAO PAULO";SP;SAO;1020;1697,37;29;99,48;99,48;"PATO BRANCO";PR;PTO;PBC;143,93;5,09;149,02
19524;2024-12-01;"SAO PAULO";SP;SAO;1020;2173,39;26;81,58;81,58;"FOZ DO IGUACU";PR;CSC;IGU;123,7;6,52;130,22
19525;2024-12-01;"SAO PAULO";SP;SAO;1020;1226,35;13;64,97;64,97;CRICIUMA;SC;CCM;CRI;122,41;3,68;126,08
19526;2024-12-01;"SAO PAULO";SP;SAO;1020;1162,52;15;66,77;66,77;JACAREI;SP;SPO;DOC;126,3;3,49;129,79
19527;2024-12-01;"SAO PAULO";SP;SAO;1020;1269,09;14;37,78;37,78;TAQUARA;RS;POA;QHV;120,3;3,81;124,11
19528;2024-12-01;"SAO PAULO";SP;SAO;1020;1302,96;20;55,89;55,89;CRUZEIRO;SP;SPO;DVT;115,42;3,91;119,33
19529;2024-12-01;"SAO PAULO";SP;SAO;1020;1012,46;14;47,57;47,57;CASCAVEL;PR;CAC;URB;85,27;3,04;88,3
19530;2024-12-01;"SAO PAULO";SP;SAO;1020;1249,81;17;56,74;56,74;"FOZ DO IGUACU";PR;CSC;IGU;95,63;3,75;99,38
19531;2024-12-01;"SAO PAULO";SP;SAO;1020;2324,72;41;140,51;140,51;CURITIBA;PR;CWB;URB;153,84;6,97;160,81
19532;2024-12-01;"SAO PAULO";SP;SAO;1020;467,6;9;20,72;20,72;CAMPINAS;SP;SPO;DOC;80,25;1,4;81,66
19533;2024-12-01;"SAO PAULO";SP;SAO;1020;1545,32;22;75,81;75,81;MARIALVA;PR;MGF;JDS;117,18;4,64;121,81
19534;2024-12-01;"SAO PAULO";SP;SAO;1020;6537,85;133;369,44;369,44;CURITIBA;PR;CWB;URB;362,16;19,61;381,77
19535;2024-12-01;"SAO PAULO";SP;SAO;1020;929,78;18;53,66;53,66;CASTRO;PR;PGZ;CAS;92,14;2,79;94,93
19536;2024-12-01;"SAO PAULO";SP;SAO;1020;3459,32;68;205,9;205,9;CURITIBA;PR;CWB;URB;213,34;10,38;223,72
19537;2024-12-01;"SAO PAULO";SP;SAO;1020;1228,96;12;30,79;30,79;INDAIATUBA;SP;SPO;DOC;90,32;3,69;94,01
19538;2024-12-01;"SAO PAULO";SP;SAO;1020;1502,96;24;73,11;73,11;PINDAMONHANGABA;SP;SPO;DOC;132,64;4,51;137,15
19539;2024-12-01;"SAO PAULO";SP;SAO;1020;2399,67;42;134,93;134,93;CASTRO;PR;PGZ;CAS;183,98;7,2;191,18
19540;2024-12-01;"SAO PAULO";SP;SAO;1020;2223,64;31;87,65;87,65;CARAGUATATUBA;SP;SPO;DVT;147,18;6,67;153,85
19541;2024-12-01;"SAO PAULO";SP;SAO;1020;2232,2;22;78,69;78,69;JACAREI;SP;SPO;DOC;138,22;6,7;144,92
19542;2024-12-01;"SAO PAULO";SP;SAO;1020;2476,16;27;91,84;91,84;"SAO JOSE DOS CAMPOS";SP;SPO;DOC;151,37;7,43;158,79
19543;2024-12-01;"SAO PAULO";SP;SAO;1020;520,79;11;33,82;33,82;LAJEADO;RS;RGS;LJD;112,45;1,56;114,01
19544;2024-12-01;"SAO PAULO";SP;SAO;1020;431,32;9;31,41;31,41;HARMONIA;RS;RGS;CXJ;107,69;1,29;108,98
19545;2024-12-01;"SAO PAULO";SP;SAO;1020;1380,17;28;88,38;88,38;"PORTO ALEGRE";RS;POA;URB;180,56;4,14;184,7
19546;2024-12-01;"SAO PAULO";SP;SAO;1020;919.0;14;46,2;46,2;JUNDIAI;SP;SPO;TLG;105,73;2,76;108,49
19547;2024-12-01;"SAO PAULO";SP;SAO;1020;1540,57;28;94,28;94,28;CHARQUEADAS;RS;RGS;POA;232,16;4,62;236,78
19548;2024-12-01;"SAO PAULO";SP;SAO;1020;1253,09;23;82,39;82,39;"SANTA ROSA";RS;RGS;GEL;208,63;3,76;212,39
19549;2024-12-01;"SAO PAULO";SP;SAO;1020;659,12;9;26,25;26,25;PINHAIS;PR;CWB;215;61,17;1,98;63,15
19550;2024-12-01;"SAO PAULO";SP;SAO;1020;1645,58;28;92,8;92,8;CANOAS;RS;POA;URB;229,23;4,94;234,16
19551;2024-12-01;"SAO PAULO";SP;SAO;1020;3119,77;58;184,34;184,34;CASCAVEL;PR;CAC;URB;239,81;9,36;249,17
19552;2024-12-01;"SAO PAULO";SP;SAO;1020;2282,36;37;136,73;136,73;MEDIANEIRA;PR;CSC;CSC;186,02;6,85;192,87
19553;2024-12-01;"SAO PAULO";SP;SAO;1020;3145,17;68;207,26;207,26;"UNIAO DA VITORIA";PR;CWB;LPR;265,71;9,44;275,14
19554;2024-12-01;"SAO PAULO";SP;SAO;1020;3475,1;59;206,8;206,8;ARAPONGAS;PR;LDB;ARA;265,19;10,43;275,61
19555;2024-12-01;"SAO PAULO";SP;SAO;1020;651,41;13;43.0;43.0;LAGES;SC;CTB;LAJ;91,65;1,95;93,6
19556;2024-12-01;"SAO PAULO";SP;SAO;1020;1827,68;22;84,07;84,07;"BRAGANCA PAULISTA";SP;SPO;DOC;143,6;5,48;149,09
19557;2024-12-01;"SAO PAULO";SP;SAO;1020;1911,92;25;81,36;81,36;INDAIATUBA;SP;SPO;DOC;140,89;5,74;146,62
19558;2024-12-01;"SAO PAULO";SP;SAO;1020;2321,36;29;90,49;90,49;"PRAIA GRANDE";SP;SPO;TLG;150,02;6,96;156,99
19559;2024-12-01;"SAO PAULO";SP;SAO;1020;1157,53;15;48,59;48,59;"BENTO GONCALVES";RS;POA;CXJ;141,69;3,47;145,17
19560;2024-12-01;"SAO PAULO";SP;SAO;1020;2383,28;50;157,95;157,95;TURVO;SC;CCM;ARA;252,59;7,15;259,74
19561;2024-12-01;"SAO PAULO";SP;SAO;1020;1836,59;39;109,51;109,51;UBIRATA;PR;CAC;UBI;155,26;5,51;160,77
19562;2024-12-01;"SAO PAULO";SP;SAO;1020;1284,98;24;61,1;61,1;BIGUACU;SC;FLN;504;116,99;3,85;120,84
19563;2024-12-01;"SAO PAULO";SP;SAO;1020;3357,8;34;121,52;121,52;"SAO VICENTE";SP;SPO;TLG;181,05;10,07;191,12
19564;2024-12-01;"SAO PAULO";SP;SAO;1020;4443,69;81;252,83;252,83;PARANAGUA;PR;CWB;PAR;317,21;13,33;330,54
19565;2024-12-01;"SAO PAULO";SP;SAO;1020;1129,08;15;33,66;33,66;ITAPETININGA;SP;SPO;DVT;93,19;3,39;96,58
19566;2024-12-01;"SAO PAULO";SP;SAO;1020;2985,29;61;193,18;193,18;UBIRATA;PR;CAC;UBI;249,81;8,96;258,76
19567;2024-12-01;"SAO PAULO";SP;SAO;1020;1847,68;31;95,23;95,23;ASSIS;SP;SPO;DVT;154,76;5,54;160,3
19568;2024-12-01;"SAO PAULO";SP;SAO;1020;1140,02;15;41,25;41,25;BAURU;SP;SPO;DVT;100,78;3,42;104,2
19569;2024-12-01;"SAO PAULO";SP;SAO;1020;865,41;17;60.0;60.0;"CERRO LARGO";RS;RGS;GEL;164,29;2,6;166,88
19570;2024-12-01;"SAO PAULO";SP;SAO;1020;295,64;4;24,06;24,06;"RIBEIRAO PRETO";SP;SPO;DVT;83,59;0,89;84,47
19571;2024-12-01;"SAO PAULO";SP;SAO;1020;564,36;6;15,34;15,34;SOROCABA;SP;SPO;DOC;74,87;1,69;76,56
19572;2024-12-01;"SAO PAULO";SP;SAO;1020;268,22;5;11,53;11,53;"SAO PAULO";SP;SAO;CEN;51,76;0,8;52,57
19573;2024-12-01;"SAO PAULO";SP;SAO;1020;517,72;7;15,76;15,76;AMERICANA;SP;SPO;DOC;75,29;1,55;76,84
19574;2024-12-01;"SAO PAULO";SP;SAO;1020;160,28;2;10,72;10,72;JAU;SP;SPO;DVT;70,25;0,48;70,73
19575;2024-12-01;"SAO PAULO";SP;SAO;1020;735,08;8;26,72;26,72;"SAO JOAO DA BOA VISTA";SP;SPO;DVT;86,25;2,21;88,46
19576;2024-12-01;"SAO PAULO";SP;SAO;1020;1289,5;18;71,31;71,31;"SAO PEDRO DAS MISSOES";RS;RGS;PFB;186,69;3,87;190,56
19577;2024-12-01;"SAO PAULO";SP;SAO;1020;1300,46;13;70,38;70,38;NAO-ME-TOQUE;RS;RGS;SLD;184,85;3,9;188,75
19578;2024-12-01;"SAO PAULO";SP;SAO;1020;1348,5;21;87,21;87,21;"BOM RETIRO DO SUL";RS;RGS;LJD;218,17;4,05;222,21
19579;2024-12-01;"SAO PAULO";SP;SAO;1020;1371,39;23;71,5;71,5;PELOTAS;RS;RGS;PET;187,05;4,11;191,17
19580;2024-12-01;"SAO PAULO";SP;SAO;1020;1405,55;24;84,82;84,82;"SANTO ANTONIO DA PATRULHA";RS;RGS;POA;213,43;4,22;217,65
19581;2024-12-01;"SAO PAULO";SP;SAO;1020;1526,9;24;88,65;88,65;MONTENEGRO;RS;POA;CAN;221,02;4,58;225,6
19582;2024-12-01;"SAO PAULO";SP;SAO;1020;1559,97;25;76,85;76,85;"LAGOA VERMELHA";RS;RGS;PFB;197,65;4,68;202,33
19583;2024-12-01;"SAO PAULO";SP;SAO;1020;1605,09;23;73,25;73,25;CANGUCU;RS;RGS;PET;190,52;4,82;195,34
19584;2024-12-01;"SAO PAULO";SP;SAO;1020;1659,22;19;66,44;66,44;SANTIAGO;RS;RGS;RIA;177,04;4,98;182,02
19585;2024-12-01;"SAO PAULO";SP;SAO;1020;752,8;8;31,07;31,07;MARILIA;SP;SPO;DVT;90,6;2,26;92,86
19586;2024-12-01;"SAO PAULO";SP;SAO;1020;768,68;13;38,93;38,93;LINS;SP;SPO;DVT;98,46;2,31;100,76
19587;2024-12-01;"SAO PAULO";SP;SAO;1020;807,36;15;48,23;48,23;VIRADOURO;SP;SPO;DVT;107,76;2,42;110,18
19588;2024-12-01;"SAO PAULO";SP;SAO;1020;3911,2;48;142,08;142,08;TAUBATE;SP;SPO;DOC;201,61;11,73;213,34
19589;2024-12-01;"SAO PAULO";SP;SAO;1020;2372,6;30;113.0;113.0;BAURU;SP;SPO;DVT;172,53;7,12;179,64
19590;2024-12-01;"SAO PAULO";SP;SAO;1020;976.0;14;50,75;50,75;AVARE;SP;SPO;DVT;110,28;2,93;113,21
19591;2024-12-01;"SAO PAULO";SP;SAO;1020;992,04;12;31,4;31,4;ITARARE;SP;SPO;DVT;90,93;2,98;93,9
19592;2024-12-01;"SAO PAULO";SP;SAO;1020;1101,28;15;63,82;63,82;JUNDIAI;SP;SPO;TLG;123,35;3,3;126,66
19593;2024-12-01;"SAO PAULO";SP;SAO;1020;1157,28;15;48,16;48,16;"RIBEIRAO PRETO";SP;SPO;DVT;107,69;3,47;111,16
19594;2024-12-01;"SAO PAULO";SP;SAO;1020;1176,24;22;47,15;47,15;OURINHOS;SP;SPO;DVT;106,68;3,53;110,21
19595;2024-12-01;"SAO PAULO";SP;SAO;1020;2115,23;26;84,22;84,22;JAGUARAO;RS;RGS;PET;212,25;6,35;218,59
19596;2024-12-01;"SAO PAULO";SP;SAO;1020;1244,16;17;58,04;58,04;"SAO CARLOS";SP;SPO;DVT;117,57;3,73;121,31
19597;2024-12-01;"SAO PAULO";SP;SAO;1020;1231,3;25;78,45;78,45;CONCORDIA;SC;XAP;CCA;141,28;3,69;144,97
19598;2024-12-01;"SAO PAULO";SP;SAO;1020;1409,12;19;53,5;53,5;"RIBEIRAO PRETO";SP;SPO;DVT;113,03;4,23;117,25
19599;2024-12-01;"SAO PAULO";SP;SAO;1020;1584,48;19;49,79;49,79;"SANTA BARBARA D'OESTE";SP;SPO;DOC;109,32;4,75;114,07
19600;2024-12-01;"SAO PAULO";SP;SAO;1020;1631,32;18;83,35;83,35;"SAO JOSE DO RIO PRETO";SP;SPO;DVT;142,88;4,89;147,78
19601;2024-12-01;"SAO PAULO";SP;SAO;1020;1674,64;21;56,38;56,38;AMPARO;SP;SPO;DOC;115,91;5,02;120,94
19602;2024-12-01;"SAO PAULO";SP;SAO;1020;1724,24;23;88,06;88,06;FRANCA;SP;SPO;DVT;147,59;5,17;152,77
19603;2024-12-01;"SAO PAULO";SP;SAO;1020;1824,28;26;64,74;64,74;PIRACICABA;SP;SPO;DOC;124,27;5,47;129,74
19604;2024-12-01;"SAO PAULO";SP;SAO;1020;1847,68;31;95,23;95,23;ASSIS;SP;SPO;DVT;154,76;5,54;160,3
19605;2024-12-01;"SAO PAULO";SP;SAO;1020;1869,44;23;62,18;62,18;SOROCABA;SP;SPO;DOC;121,71;5,61;127,32
19606;2024-12-01;"SAO PAULO";SP;SAO;1020;2345,16;39;116,57;116,57;CAMPINAS;SP;SPO;DOC;176,1;7,04;183,13
19607;2024-12-01;"SAO PAULO";SP;SAO;1020;1987,08;19;76,94;76,94;FRANCA;SP;SPO;DVT;136,47;5,96;142,43
19608;2024-12-01;"SAO PAULO";SP;SAO;1020;1990,12;23;86,37;86,37;"RIBEIRAO PRETO";SP;SPO;DVT;145,9;5,97;151,87
19609;2024-12-01;"SAO PAULO";SP;SAO;1020;2321,56;30;86,58;86,58;MARILIA;SP;SPO;DVT;146,11;6,96;153,07
19610;2024-12-01;"SAO PAULO";SP;SAO;1020;2336,96;29;97,12;97,12;PIRACAIA;SP;SPO;DOC;156,65;7,01;163,66
19611;2024-12-01;"SAO PAULO";SP;SAO;1020;2425,12;28;70,85;70,85;"RIBEIRAO PRETO";SP;SPO;DVT;130,38;7,28;137,66
19612;2024-12-01;"SAO PAULO";SP;SAO;1020;2474,48;28;97,27;97,27;LIMEIRA;SP;SPO;DOC;156,8;7,42;164,22
19613;2024-12-01;"SAO PAULO";SP;SAO;1020;4290,2;50;155,5;155,5;TAUBATE;SP;SPO;DOC;215,03;12,87;227,9
19614;2024-12-01;"SAO PAULO";SP;SAO;1020;3827,56;48;159,35;159,35;GUARATINGUETA;SP;SPO;DVT;218,88;11,48;230,36
19615;2024-12-01;"SAO PAULO";SP;SAO;1020;2899,32;38;77,1;77,1;SOROCABA;SP;SPO;DOC;136,63;8,7;145,32
19616;2024-12-01;"SAO PAULO";SP;SAO;1020;1393,19;18;71,36;71,36;"CAXIAS DO SUL";RS;POA;CXJ;186,78;4,18;190,96
19617;2024-12-01;"SAO PAULO";SP;SAO;1020;2101,21;29;130,46;130,46;"NOVO HAMBURGO";RS;POA;QHV;303,8;6,3;310,1
19618;2024-12-01;"SAO PAULO";SP;SAO;1020;2878,26;52;196,3;196,3;CURITIBA;PR;CWB;URB;204,6;8,63;213,23
19619;2024-12-01;"SAO PAULO";SP;SAO;1020;4428,68;55;162,26;162,26;"SAO JOSE DOS CAMPOS";SP;SPO;DOC;221,79;13,29;235,08
19620;2024-12-01;"SAO PAULO";SP;SAO;1020;3732,92;54;170,98;170,98;TREMEMBE;SP;SPO;DOC;230,51;11,2;241,71
19621;2024-12-01;"SAO PAULO";SP;SAO;1020;3544,54;56;154,41;154,41;MARINGA;PR;MGF;URB;205,99;10,63;216,62
19622;2024-12-01;"SAO PAULO";SP;SAO;1020;2907,92;37;127,06;127,06;CUBATAO;SP;SPO;TLG;186,59;8,72;195,32
19623;2024-12-01;"SAO PAULO";SP;SAO;1020;2860,61;43;136,87;136,87;"PORTO ALEGRE";RS;POA;URB;262,99;8,58;271,57
19624;2024-12-01;"SAO PAULO";SP;SAO;1020;4136,96;44;179,49;179,49;JACAREI;SP;SPO;DOC;239,02;12,41;251,43
19625;2024-12-01;"SAO PAULO";SP;SAO;1020;2554,68;34;101,23;101,23;"RIBEIRAO PRETO";SP;SPO;DVT;160,76;7,66;168,42
19626;2024-12-01;"SAO PAULO";SP;SAO;1020;3463,36;47;135,6;135,6;ITU;SP;SPO;DOC;195,13;10,39;205,52
19627;2024-12-01;"SAO PAULO";SP;SAO;1020;3437,8;46;140,75;140,75;LIMEIRA;SP;SPO;DOC;200,28;10,31;210,6
19628;2024-12-01;"SAO PAULO";SP;SAO;1020;2236,04;36;120,04;120,04;"MONTE MOR";SP;SPO;DOC;179,57;6,71;186,28
19629;2024-12-01;"SAO PAULO";SP;SAO;1020;2870,96;42;119,81;119,81;"SANTA BARBARA D'OESTE";SP;SPO;DOC;179,34;8,61;187,96
19630;2024-12-01;"SAO PAULO";SP;SAO;1020;4137,8;48;153,66;153,66;"MOGI MIRIM";SP;SPO;DOC;213,19;12,41;225,6
19631;2024-12-01;"SAO PAULO";SP;SAO;1020;3575,6;42;120,24;120,24;"RIBEIRAO PRETO";SP;SPO;DVT;179,77;10,73;190,5
19632;2024-12-01;"SAO PAULO";SP;SAO;1020;3861,8;45;125,26;125,26;BARIRI;SP;SPO;DVT;184,79;11,59;196,37
19633;2024-12-01;"SAO PAULO";SP;SAO;1020;3901,96;40;128,25;128,25;"RIBEIRAO PRETO";SP;SPO;DVT;187,78;11,71;199,48
19634;2024-12-01;"SAO PAULO";SP;SAO;1020;3378,64;41;129,53;129,53;"PORTO FELIZ";SP;SPO;DVT;189,06;10,14;199,2
19635;2024-12-01;"SAO PAULO";SP;SAO;1020;987,6;17;55,96;55,96;"PRESIDENTE PRUDENTE";SP;SPO;DVT;115,49;2,96;118,46
19636;2024-12-01;"SAO PAULO";SP;SAO;1020;2963,76;40;133,27;133,27;"MONTE ALTO";SP;SPO;DVT;192,8;8,89;201,69
19637;2024-12-01;"SAO PAULO";SP;SAO;1020;6546,5;63;246,5;246,5;"SAO VICENTE";SP;SPO;TLG;306,03;19,64;325,67
19638;2024-12-01;"SAO PAULO";SP;SAO;1020;2468,58;34;138,5;138,5;BIGUACU;SC;FLN;504;225,34;7,41;232,75
19639;2024-12-01;"SAO PAULO";SP;SAO;1020;2920,12;42;139,98;139,98;"CAPAO BONITO";SP;SPO;DVT;199,51;8,76;208,27
19640;2024-12-01;"SAO PAULO";SP;SAO;1020;2817,46;39;146,91;146,91;URUGUAIANA;RS;RGS;ALQ;336,37;8,45;344,82
19641;2024-12-01;"SAO PAULO";SP;SAO;1020;3476,88;50;142,27;142,27;"RIO CLARO";SP;SPO;DOC;201,8;10,43;212,23
19642;2024-12-01;"SAO PAULO";SP;SAO;1020;3125,64;46;145,99;145,99;BOTUCATU;SP;SPO;DVT;205,52;9,38;214,9
19643;2024-12-01;"SAO PAULO";SP;SAO;1020;3394,8;42;184,72;184,72;"PRESIDENTE PRUDENTE";SP;SPO;DVT;244,25;10,18;254,44
19644;2024-12-01;"SAO PAULO";SP;SAO;1020;2150,18;37;138,62;138,62;"SANTA ROSA";RS;RGS;GEL;319,95;6,45;326,4
19645;2024-12-01;"SAO PAULO";SP;SAO;1020;5199,49;66;187,35;187,35;"BRAGANCA PAULISTA";SP;SPO;DOC;246,88;15,6;262,48
19646;2024-12-01;"SAO PAULO";SP;SAO;1020;3397,04;44;149,35;149,35;JAU;SP;SPO;DVT;208,88;10,19;219,07
19647;2024-12-01;"SAO PAULO";SP;SAO;1020;3222,44;40;151.0;151.0;"SAO JOSE DO RIO PRETO";SP;SPO;DVT;210,53;9,67;220,2
19648;2024-12-01;"SAO PAULO";SP;SAO;1020;3051,56;55;157,17;157,17;"SAO MIGUEL DO OESTE";SC;XAP;SMO;251,48;9,15;260,64
19649;2024-12-01;"SAO PAULO";SP;SAO;1020;2180,26;41;160,2;160,2;CACADOR;SC;CTB;CAC;255,73;6,54;262,27
19650;2024-12-01;"SAO PAULO";SP;SAO;1020;3398,56;49;156,84;156,84;BLUMENAU;SC;BNU;BRU;251,02;10,2;261,22
19651;2024-12-01;"SAO PAULO";SP;SAO;1020;4281,09;44;150,76;150,76;BAGE;RS;RGS;PET;344.0;12,84;356,84
19652;2024-12-01;"SAO PAULO";SP;SAO;1020;4372,76;56;297,44;297,44;VOTUPORANGA;SP;SPO;DVT;356,97;13,12;370,09
19653;2024-12-01;"SAO PAULO";SP;SAO;1020;3481,12;51;163,89;163,89;"RIO CLARO";SP;SPO;DOC;223,42;10,44;233,87
19654;2024-12-01;"SAO PAULO";SP;SAO;1020;10281,57;182;570,34;570,34;CURITIBA;PR;CWB;URB;544,98;30,84;575,82
19655;2024-12-01;"SAO PAULO";SP;SAO;1020;2485,04;50;148,66;148,66;"SANTA CRUZ DO SUL";RS;RGS;LJD;339,83;7,46;347,29
19656;2024-12-01;"SAO PAULO";SP;SAO;1020;2880,19;42;168,77;168,77;IJUI;RS;RGS;GEL;379,65;8,64;388,29
19657;2024-12-01;"SAO PAULO";SP;SAO;1020;2930,84;40;178,84;178,84;SOLEDADE;RS;RGS;SLD;399,59;8,79;408,39
19658;2024-12-01;"SAO PAULO";SP;SAO;1020;3064,26;31;128,16;128,16;CHAPECO;SC;XAP;URB;210,88;9,19;220,07
19659;2024-12-01;"SAO PAULO";SP;SAO;1020;5448,28;80;219,45;219,45;CAMPINAS;SP;SPO;DOC;278,98;16,34;295,32
19660;2024-12-01;"SAO PAULO";SP;SAO;1020;4736,56;60;190,89;190,89;ARACATUBA;SP;SPO;DVT;250,42;14,21;264,63
19661;2024-12-01;"SAO PAULO";SP;SAO;1020;4570,76;98;339,16;339,16;CURITIBA;PR;CWB;URB;334,6;13,71;348,31
19662;2024-12-01;"SAO PAULO";SP;SAO;1020;3701,48;61;186,78;186,78;"CRISTAIS PAULISTA";SP;SPO;DVT;246,31;11,1;257,41
19663;2024-12-01;"SAO PAULO";SP;SAO;1020;5328,72;68;196,19;196,19;"SANTA BARBARA D'OESTE";SP;SPO;DOC;255,72;15,99;271,7
19664;2024-12-01;"SAO PAULO";SP;SAO;1020;3670,2;58;219,52;219,52;JOACABA;SC;CTB;401;338,78;11,01;349,79
19665;2024-12-01;"SAO PAULO";SP;SAO;1020;6238,56;97;268,74;268,74;SOROCABA;SP;SPO;DOC;328,27;18,72;346,98
19666;2024-12-01;"SAO PAULO";SP;SAO;1020;6352,04;82;268,12;268,12;CAMPINAS;SP;SPO;DOC;327,65;19,06;346,71
19667;2024-12-01;"SAO PAULO";SP;SAO;1020;4637,68;68;222,33;222,33;"RIBEIRAO PRETO";SP;SPO;DVT;281,86;13,91;295,77
19668;2024-12-01;"SAO PAULO";SP;SAO;1020;3471,39;54;223,86;223,86;BAGE;RS;RGS;PET;488,72;10,41;499,14
19669;2024-12-01;"SAO PAULO";SP;SAO;1020;6730,12;139;411,45;411,45;CURITIBA;PR;CWB;URB;400,39;20,19;420,58
19670;2024-12-01;"SAO PAULO";SP;SAO;1020;6349,6;70;225,96;225,96;ARARAQUARA;SP;SPO;DVT;285,49;19,05;304,54
19671;2024-12-01;"SAO PAULO";SP;SAO;1020;11350,88;166;454,72;454,72;"SAO JOSE DOS CAMPOS";SP;SPO;DOC;514,25;34,05;548,3
19672;2024-12-01;"SAO PAULO";SP;SAO;1020;4465,64;72;250.0;250.0;"RIBEIRAO PRETO";SP;SPO;DVT;309,53;13,4;322,92
19673;2024-12-01;"SAO PAULO";SP;SAO;1020;7189,68;100;241,55;241,55;HORTOLANDIA;SP;SPO;DOC;301,08;21,57;322,65
19674;2024-12-01;"SAO PAULO";SP;SAO;1020;5406,48;78;250,01;250,01;JABOTICABAL;SP;SPO;DVT;309,54;16,22;325,76
19675;2024-12-01;"SAO PAULO";SP;SAO;1020;5045,76;78;258,41;258,41;LINS;SP;SPO;DVT;317,94;15,14;333,07
19676;2024-12-01;"SAO PAULO";SP;SAO;1020;11002,22;153;515,11;515,11;TAUBATE;SP;SPO;DOC;574,64;33,01;607,65
19677;2024-12-01;"SAO PAULO";SP;SAO;1020;3901,54;68;218,51;218,51;"JANDAIA DO SUL";PR;MGF;JDS;278,43;11,7;290,13
19678;2024-12-01;"SAO PAULO";SP;SAO;1020;6099,04;94;340,25;340,25;ALVORADA;RS;POA;GRV;719,18;18,3;737,47
19679;2024-12-01;"SAO PAULO";SP;SAO;1020;7153,48;95;285,07;285,07;LINS;SP;SPO;DVT;344,6;21,46;366,06
19680;2024-12-01;"SAO PAULO";SP;SAO;1020;6155,78;94;332,18;332,18;"BENTO GONCALVES";RS;POA;CXJ;703,2;18,47;721,67
19681;2024-12-01;"SAO PAULO";SP;SAO;1020;7701,61;137;367,09;367,09;"PARAGUACU PAULISTA";SP;SPO;DVT;426,62;23,1;449,73
19682;2024-12-01;"SAO PAULO";SP;SAO;1020;8928,72;114;372,4;372,4;"PRAIA GRANDE";SP;SPO;TLG;431,93;26,79;458,71
19683;2024-12-01;"SAO PAULO";SP;SAO;1020;5637,38;102;312,48;312,48;"JANDAIA DO SUL";PR;MGF;JDS;384,61;16,91;401,52
19684;2024-12-01;"SAO PAULO";SP;SAO;1020;6328,38;116;369,59;369,59;"GUARANI DAS MISSOES";RS;RGS;GEL;777,29;18,99;796,27
19685;2024-12-01;"SAO PAULO";SP;SAO;1020;7778,07;142;718,71;718,71;VOTUPORANGA;SP;SPO;DVT;778,24;23,33;801,57
19686;2024-12-01;"SAO PAULO";SP;SAO;1020;7978,28;105;410,8;410,8;IBITINGA;SP;SPO;DVT;470,33;23,93;494,27
19687;2024-12-01;"SAO PAULO";SP;SAO;1020;6429,04;85;411,22;411,22;"PRESIDENTE PRUDENTE";SP;SPO;DVT;470,75;19,29;490,04
19688;2024-12-01;"SAO PAULO";SP;SAO;1020;28343,3;399;1849,45;1849,45;URUGUAIANA;RS;RGS;ALQ;3707,41;85,03;3792,44
19689;2024-12-01;"SAO PAULO";SP;SAO;1020;125,53;2;6.0;6.0;CAJAMAR;SP;SPO;TLG;69,53;0,38;69,91
19690;2024-12-01;"SAO PAULO";SP;SAO;1020;1493,12;17;103,86;103,86;"SAO PAULO";SP;SAO;CEN;124,7;4,48;129,18
19691;2024-12-01;"SAO PAULO";SP;SAO;1020;348,88;3;15,48;15,48;"SAO PAULO";SP;SAO;CEN;54,88;1,05;55,93
19692;2024-12-01;"SAO PAULO";SP;SAO;1020;1895,35;19;103,37;103,37;OSASCO;SP;SPO;TLG;162,9;5,69;168,59
19693;2024-12-01;"SAO PAULO";SP;SAO;1020;194,91;1;8,04;8,04;CARAPICUIBA;SP;SPO;TLG;69,53;0,58;70,11
19694;2024-12-01;"SAO PAULO";SP;SAO;1020;33,46;1;2,07;2,07;ITAQUAQUECETUBA;SP;SPO;TLG;69,53;0,1;69,63
19695;2024-12-01;"SAO PAULO";SP;SAO;1020;27,47;1;3.0;3.0;CAJAMAR;SP;SPO;TLG;69,53;0,08;69,61
19696;2024-12-01;"SAO PAULO";SP;SAO;1020;299,06;1;2,07;2,07;"SAO PAULO";SP;SAO;CEN;50,55;0,9;51,45
19697;2024-12-01;"SAO PAULO";SP;SAO;1020;199,9;4;8,35;8,35;"SAO JOSE DOS CAMPOS";SP;SPO;DOC;69,53;0,6;70,13
19698;2024-12-01;"SAO PAULO";SP;SAO;1020;70,81;1;2,96;2,96;ASSIS;SP;SPO;DVT;69,53;0,21;69,74
19699;2024-12-01;"SAO PAULO";SP;SAO;1020;331,9;4;11,61;11,61;"SAO VICENTE";SP;SPO;TLG;71,14;1.0;72,14
19700;2024-12-01;"SAO PAULO";SP;SAO;1020;340,67;2;9,16;9,16;"SAO VICENTE";SP;SPO;TLG;69,53;1,02;70,55
19701;2024-12-01;"SAO PAULO";SP;SAO;1020;316,28;4;18,08;18,08;CURITIBA;PR;CWB;URB;42,42;0,95;43,37
19702;2024-12-01;"SAO PAULO";SP;SAO;1020;284,32;8;17,14;17,14;CURITIBA;PR;CWB;URB;41,57;0,85;42,42
